万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数,
000001.SZ,000001,20260918,91500000,0,0,0,0,0,,,0,0,0,0,0,116100,116100,0,0,0,0,0,0,0,0,0,7300,4400,0,0,0,0,0,0,0,0,116100,0,0,0,0,0,0,0,0,0,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91509000,0,0,0,0,0,,,0,0,0,0,0,116100,115600,0,0,0,0,0,0,0,0,0,194000,0,0,0,0,0,0,0,0,0,115600,0,0,0,0,0,0,0,0,0,194000,95600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91518000,0,0,0,0,0,,,0,0,0,0,0,116100,115600,0,0,0,0,0,0,0,0,0,194000,0,0,0,0,0,0,0,0,0,115600,0,0,0,0,0,0,0,0,0,194000,108200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91527000,0,0,0,0,0,,,0,0,0,0,0,116100,115600,0,0,0,0,0,0,0,0,0,194100,0,0,0,0,0,0,0,0,0,115600,0,0,0,0,0,0,0,0,0,194100,108000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91536000,0,0,0,0,0,,,0,0,0,0,0,116100,115600,0,0,0,0,0,0,0,0,0,194100,0,0,0,0,0,0,0,0,0,115600,0,0,0,0,0,0,0,0,0,194100,106500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91545000,0,0,0,0,0,,,0,0,0,0,0,116100,115600,0,0,0,0,0,0,0,0,0,194100,0,0,0,0,0,0,0,0,0,115600,0,0,0,0,0,0,0,0,0,194100,109800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91554000,0,0,0,0,0,,,0,0,0,0,0,116100,115600,0,0,0,0,0,0,0,0,0,194100,0,0,0,0,0,0,0,0,0,115600,0,0,0,0,0,0,0,0,0,194100,113300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91603000,0,0,0,0,0,,,0,0,0,0,0,116100,115600,0,0,0,0,0,0,0,0,0,194100,0,0,0,0,0,0,0,0,0,115600,0,0,0,0,0,0,0,0,0,194100,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91612000,0,0,0,0,0,,,0,0,0,0,0,116100,116300,0,0,0,0,0,0,0,0,0,72900,0,0,0,0,0,0,0,0,0,116300,0,0,0,0,0,0,0,0,0,72900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91621000,0,0,0,0,0,,,0,0,0,0,0,116100,116300,0,0,0,0,0,0,0,0,0,72900,0,0,0,0,0,0,0,0,0,116300,0,0,0,0,0,0,0,0,0,72900,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91639000,0,0,0,0,0,,,0,0,0,0,0,116100,116300,0,0,0,0,0,0,0,0,0,73400,2500,0,0,0,0,0,0,0,0,116300,0,0,0,0,0,0,0,0,0,73400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91648000,0,0,0,0,0,,,0,0,0,0,0,116100,116300,0,0,0,0,0,0,0,0,0,73300,2600,0,0,0,0,0,0,0,0,116300,0,0,0,0,0,0,0,0,0,73300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91657000,0,0,0,0,0,,,0,0,0,0,0,116100,116600,0,0,0,0,0,0,0,0,0,264100,49000,0,0,0,0,0,0,0,0,116600,0,0,0,0,0,0,0,0,0,264100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91706000,0,0,0,0,0,,,0,0,0,0,0,116100,116600,0,0,0,0,0,0,0,0,0,264200,48900,0,0,0,0,0,0,0,0,116600,0,0,0,0,0,0,0,0,0,264200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91715000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,50500,2200,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,50500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91742000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,54100,0,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,54100,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91751000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,56800,0,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,56800,13300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91809000,0,0,0,0,0,,,0,0,0,0,0,116100,116300,0,0,0,0,0,0,0,0,0,58600,18400,0,0,0,0,0,0,0,0,116300,0,0,0,0,0,0,0,0,0,58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91827000,0,0,0,0,0,,,0,0,0,0,0,116100,116300,0,0,0,0,0,0,0,0,0,58600,19000,0,0,0,0,0,0,0,0,116300,0,0,0,0,0,0,0,0,0,58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91836000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,57200,200,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,57200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91845000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,57400,0,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,57400,9800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91854000,0,0,0,0,0,,,0,0,0,0,0,116100,116900,0,0,0,0,0,0,0,0,0,534000,97400,0,0,0,0,0,0,0,0,116900,0,0,0,0,0,0,0,0,0,534000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91903000,0,0,0,0,0,,,0,0,0,0,0,116100,116900,0,0,0,0,0,0,0,0,0,534100,98100,0,0,0,0,0,0,0,0,116900,0,0,0,0,0,0,0,0,0,534100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91912000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,57400,0,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,57400,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91921000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,58600,0,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,58600,8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91930000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,57300,5500,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,57300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,91957000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,57800,5000,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,57800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,92000000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,58100,4700,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,58100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,92009000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,58500,6700,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,58500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000001.SZ,000001,20260918,92018000,0,0,0,0,0,,,0,0,0,0,0,116100,116200,0,0,0,0,0,0,0,0,0,58800,6400,0,0,0,0,0,0,0,0,116200,0,0,0,0,0,0,0,0,0,58800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
