万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数,
000002.SZ,000002,20260918,91500000,0,0,0,0,0,,,0,0,0,0,0,30200,30200,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,30200,0,0,0,0,0,0,0,0,0,30000,16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91509000,0,0,0,0,0,,,0,0,0,0,0,30200,30200,0,0,0,0,0,0,0,0,0,78700,0,0,0,0,0,0,0,0,0,30200,0,0,0,0,0,0,0,0,0,78700,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91527000,0,0,0,0,0,,,0,0,0,0,0,30200,30200,0,0,0,0,0,0,0,0,0,79100,0,0,0,0,0,0,0,0,0,30200,0,0,0,0,0,0,0,0,0,79100,45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91536000,0,0,0,0,0,,,0,0,0,0,0,30200,30200,0,0,0,0,0,0,0,0,0,79100,0,0,0,0,0,0,0,0,0,30200,0,0,0,0,0,0,0,0,0,79100,45500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91545000,0,0,0,0,0,,,0,0,0,0,0,30200,30200,0,0,0,0,0,0,0,0,0,79100,0,0,0,0,0,0,0,0,0,30200,0,0,0,0,0,0,0,0,0,79100,46300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91603000,0,0,0,0,0,,,0,0,0,0,0,30200,30200,0,0,0,0,0,0,0,0,0,79100,0,0,0,0,0,0,0,0,0,30200,0,0,0,0,0,0,0,0,0,79100,52300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91612000,0,0,0,0,0,,,0,0,0,0,0,30200,30200,0,0,0,0,0,0,0,0,0,80700,0,0,0,0,0,0,0,0,0,30200,0,0,0,0,0,0,0,0,0,80700,69500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91639000,0,0,0,0,0,,,0,0,0,0,0,30200,30200,0,0,0,0,0,0,0,0,0,80700,0,0,0,0,0,0,0,0,0,30200,0,0,0,0,0,0,0,0,0,80700,89300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91733000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,111100,89400,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,111100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91751000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,68500,132000,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,68500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91800000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,83400,117100,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,83400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91809000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,97400,103100,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,97400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91854000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,91200,81900,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,91200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91903000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,91300,81800,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,91300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91912000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,94300,99400,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,94300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91930000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,94300,161800,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,94300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91939000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,96300,170400,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,96300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91948000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,83300,217200,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,83300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,91957000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,83300,212200,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,83300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92000000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,83300,202200,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,83300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92009000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,83700,241500,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,83700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92018000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,90200,235000,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,90200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92027000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,94800,230400,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,94800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92036000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,94900,230300,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,94900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92045000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,95000,230200,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92054000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,102000,223200,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,102000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92103000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,104400,220800,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,104400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92112000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,124700,203500,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,124700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92121000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,126500,201700,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,126500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92130000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,127000,201900,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,127000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92148000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,127600,201300,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,127600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92157000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,134600,194300,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,134600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92206000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,136600,192300,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,136600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92233000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,146600,182300,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,146600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92242000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,146600,182400,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,146600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92251000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,149300,180500,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,149300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92300000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,149300,182700,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,149300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92309000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,198400,142100,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,198400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92336000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,200800,139700,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,200800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92403000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,200800,148700,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,200800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92412000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,204300,145200,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,204300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000002.SZ,000002,20260918,92421000,0,0,0,0,0,,,0,0,0,0,0,30200,30300,0,0,0,0,0,0,0,0,0,217300,132200,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,0,217300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
