rank_bucket,stock_count,3d_available,3d_mean_pct,3d_median_pct,3d_positive_rate_pct,1w_available,1w_mean_pct,1w_median_pct,1w_positive_rate_pct,2w_available,2w_mean_pct,2w_median_pct,2w_positive_rate_pct,3w_available,3w_mean_pct,3w_median_pct,3w_positive_rate_pct
1-20,16,16,4.097940007847345,2.5061826095558515,68.75,16,-1.5195065402870607,-2.403399070065737,37.5,16,0.006338747825410995,-2.5642698215546322,43.75,0,,,
