rank,pool_rank,code,name,bottom_percentile,range_60d_pct,mean_abs_return_20d_pct,mean_turnover_20d_pct,recent_volume_ratio,event_volume_ratio,outstanding_share,event_open,event_high,event_low,event_close,event_volume,event_amount,previous_close,event_gain_pct,limit_up_rate_pct,limit_up_price,hit_limit_up,is_st,passes_dormant_filter,dormancy_score,trigger_score,launch_detected,launch_type,t_start,t_detect,data_quality_valid,data_quality_reason,negative_remaining_cnt,negative_remaining_qty,orphan_cancel_cnt,orphan_cancel_qty,unknown_link_ratio_pct,pre_cutoff_sell_qty,fixed_1320_gross_sell_qty,fixed_1320_gross_sell_float_ratio_pct,active_sell_qty_at_cutoff,persistent_sell_orders,persistent_sell_qty,persistent_sell_share_pct,sell_lifetime_mean_seconds,sell_lifetime_median_seconds,above_market_sell_share_pct,above_market_sell_distance_bps,sell_wall_refill_ratio_pct,large_sell_cancel_ratio_pct,sell_cancel_ratio_pct,sell_fill_ratio_pct,cancel_to_trade_qty_ratio_pct,gross_sell_float_ratio_pct,active_sell_float_ratio_pct,persistent_sell_float_ratio_pct,max_aggressive_buy_3m,max_aggressive_buy_3m_float_pct,max_aggressive_buy_3m_volume_pct,max_aggressive_buy_3m_prelaunch_sell_pct,launch_buy_qty,launch_absorption_ratio_pct,churn_proxy_pct,delta_qty,delta_ratio_pct,price_change_from_first_trade_pct,bullish_cvd_divergence,large_order_threshold_qty,large_order_net_flow_pct,buy_imbalance_price_levels,stacked_buy_imbalance_levels,bullish_absorption_ratio_pct,buy_refill_float_ratio_pct,sell_refill_float_ratio_pct,median_order_book_imbalance_pct,aggressive_buy_3m_event_volume_pct,meets_10pct_gross_sell_proxy,forward_3d_pct,forward_1w_pct,forward_2w_pct,forward_3w_pct,lv2_score,lv2_score_v2,lv2_score_used,score,signal_quality
1,208,002011.SZ,盾安环境,0.19753086419753074,15.621788283658788,1.043029174491445,0.9842707647994337,0.8023040296282019,7.960801715187566,1061515502.0,11.0,11.94,11.0,11.94,83175943.0,976147550.0,10.85,10.046082949308754,10.0,11.94,True,False,True,84.48857032158078,86.81818181818183,True,CONTINUOUS_TRIGGER,100800000,101059999,True,,0,0,0,0,0.0,33340895,93097930,8.770284543616585,5929328,65,2728500,8.183643540462846,1611.9225983581164,1766.5300000000025,51.69662062161199,198.43769670052632,15.708057627127287,13.717343743653776,15.342272605459451,66.87377768353248,17.188906412518822,3.140876881890322,0.5585719651600528,0.2570381680587082,7999456,0.7535882410504825,9.617511640354952,23.992925204917263,3703312,62.45753313022993,0.0,3756969,4.51689378502147,8.545454545454545,False,5000,9.15904494163655,5,2,1.437943532234501,16.54272591112852,6.269099685743449,25.587042061655893,9.617511640354952,False,10.050251256281406,10.385259631490795,,,70.00000000000001,,legacy,79.88349300834773,medium
2,535,603628.SH,清源股份,0.1334867663981588,20.80459770114944,1.4489885064972978,1.5072762382862754,0.8661018283862219,4.433758934475843,272173673.0,9.94,10.85,9.84,10.85,18189093.0,193102668.0,9.86,10.040567951318469,10.0,10.85,True,False,True,77.44091437427353,64.0909090909091,True,CONTINUOUS_TRIGGER,101900000,102159999,True,,0,0,0,0,0.0,6313038,11125777,4.087749148316781,1507300,7,515700,8.168808741528247,1741.2585702030315,1682.0400000000009,76.36953872287795,273.88615103233076,10.792553442573924,32.04776820673453,31.01201038232306,45.11200471151924,24.069495933634514,2.3194888507824194,0.5538008079128212,0.18947460800148735,1923511,0.7067219172223171,10.57507925216502,30.468864594193796,940800,62.41624096065813,0.0,-2587733,-14.226839128262196,9.154929577464799,False,4300,2.86973627547014,15,2,3.373951343674919,13.407750866484431,1.1640402119274778,100.0,10.57507925216502,False,-1.6589861751152069,-3.8709677419354827,,,57.045454545454554,,legacy,67.632502377514,medium
3,362,002516.SZ,旷达科技,0.18965517241379326,27.16297786720323,1.1076387888013977,0.7779734100437845,0.7583068847053385,6.875973274193619,1460498682.0,5.45,5.95,5.43,5.88,78126812.0,454881443.0,5.41,8.687615526802217,10.0,5.95,True,False,True,80.70127857419605,66.81818181818183,True,CONTINUOUS_TRIGGER,111800000,112059999,True,,0,0,0,0,0.0,38749099,63690772,4.360892124379199,4170800,76,2199300,5.675744873448541,3579.0038181267055,3970.6399999999994,52.1649135635386,201.61044400056065,8.913920811423253,21.93437418476218,21.11351285871189,68.12288203139897,23.920460238413412,2.653141661650606,0.28557369146602213,0.15058555184646172,5738048,0.3928827920708798,7.34453109388362,14.80821012122114,5737948,137.57427831591062,0.0,3478856,4.452832402786383,7.889908256880718,False,5800,-2.367952758650897,2,1,6.21021692810986,11.169253489268128,4.2848302275975625,-24.200840168033608,7.34453109388362,False,-1.5306122448979553,-1.7006802721088343,,,47.95454545454545,,legacy,66.4633026311155,medium
4,1316,601949.SH,中国出版,0.3942028985507247,30.42505592841165,1.642534340586352,0.755040680425192,1.3629970211382705,9.012810953397379,1903968054.0,6.11,6.41,5.88,6.41,129565767.0,794651255.0,5.83,9.948542024013719,10.0,6.41,True,False,True,58.95001937233631,83.63636363636363,False,NONE,0,0,False,launch_not_detected,0,0,0,0,0.0,0,82333738,4.324323500440412,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15491165,0.8136252584414423,11.956217570957612,0.0,0,0.0,0.0,-7734095,-5.969242631813387,4.909983633387882,False,4400,21.621394021462475,1,1,19.42200786771366,5.958730755048687,2.810953150582641,67.1795550920523,11.956217570957612,False,8.42433697347893,-10.608424336973476,,,48.4090909090909,,legacy,60.197963263005875,invalid
5,1111,603999.SH,读者传媒,0.29441624365482233,27.926078028747447,1.4585924033581015,1.217239045138884,0.9867630588218738,3.2222958636939194,576000000.0,5.98,6.63,5.98,6.63,22592473.0,144016950.0,6.03,9.950248756218905,10.0,6.63,True,False,True,65.67996900426192,43.63636363636363,True,CONTINUOUS_TRIGGER,134400000,134659999,True,,0,0,0,0,0.0,9444386,8912986,1.5473934027777778,2021400,42,969000,10.260063491687019,10258.65327764344,12432.46,64.90204868797188,224.50868930962145,8.019579038806759,27.343202621765172,28.21993933750696,50.37686939098,28.032345108921895,1.6396503472222224,0.3509375,0.16822916666666665,3388300,0.5882465277777779,14.99747283088487,35.87633965829012,2359500,116.72603146334224,0.0,-6332101,-28.02748065694269,10.869565217391287,False,5300,-4.788763053960494,11,2,19.320644100065223,10.429167881944444,0.5103633680555555,-10.221886040038296,14.99747283088487,False,-2.262443438914019,-3.318250377073906,,,51.818181818181806,,legacy,56.419622415554215,medium
6,1168,002564.SZ,天沃科技,0.16920473773265643,34.860050890585235,2.0593869598960324,1.3031776931813515,0.8061051071813099,3.0702978402703773,858904477.0,5.36,5.42,5.05,5.42,34366002.0,181942410.0,4.93,9.93914807302232,10.0,5.42,True,False,True,64.16505230530802,32.27272727272727,False,NONE,0,0,False,launch_not_detected,0,0,0,0,0.0,0,40484002,4.71344638246658,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11440006,1.331929953370123,33.28873111280154,0.0,0,0.0,0.0,-1484390,-4.319356089195362,1.1194029850746245,False,7300,21.945235293881435,6,3,13.286326129990433,9.004482113090674,3.8187019486219302,100.0,33.28873111280154,False,-1.6605166051660514,-6.273062730627299,,,60.22727272727273,,legacy,56.40836444647952,invalid
7,1293,002224.SZ,三 力 士,0.3282828282828282,22.397476340694,1.6917674564048653,1.8011871020634864,1.1188838477400491,4.467648523942355,806380369.0000001,3.9,4.2,3.9,3.97,64890000.0,263609655.0,3.82,3.9267015706806463,10.0,4.2,True,False,True,60.06974041069353,48.63636363636364,False,NONE,0,0,False,launch_not_detected,0,0,0,0,0.0,0,79068681,9.80538267543068,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8693500,1.0780892410340905,13.397287717676068,0.0,0,0.0,0.0,-3405248,-5.247723840345199,1.7948717948718107,False,8000,21.926490984743413,0,0,20.728481723940735,22.8247991984537,8.756541418234846,16.92199124622357,13.397287717676068,False,0.0,-3.2745591939546737,,,54.54545454545454,,legacy,55.849565002993906,invalid
8,1279,002483.SZ,润邦股份,0.21661721068249248,31.645569620253156,1.4330959970980106,1.8886713255595666,1.6691938804762962,2.9142389493260494,885250799.0,5.54,6.02,5.52,6.02,48724554.0,288188835.0,5.47,10.05484460694699,10.0,6.02,True,False,True,60.54048818287486,37.27272727272727,True,CONTINUOUS_TRIGGER,95100000,95359999,True,,0,0,0,0,0.0,24768894,52811042,5.9656587782418935,4145100,4,77100,0.3112775241397537,740.7230221093515,683.7799999999988,54.95113346603203,201.62534953943822,18.589396845898733,16.495521439518907,15.51053510907673,67.75436157948756,25.66771981124753,2.7979521767141606,0.468240187377679,0.008709396262290186,7461175,0.842831772468132,15.312967256714142,30.123165773974403,4817800,116.22880027019855,0.0,-6829410,-14.01636226367511,8.664259927797824,False,10000,-10.357506812684218,8,2,1.2017144267148965,23.836905907158634,4.699116346123739,100.0,15.312967256714142,False,6.146179401993357,5.315614617940212,,,50.681818181818194,,legacy,52.43640150047551,watch
9,1340,603668.SH,天马科技,0.21326530612244896,33.943089430894304,2.0137478579787382,1.6842356545712078,0.9957400911615302,3.4699720755562433,505796732.0,12.04,13.12,11.7,13.12,29560029.0,375507858.0,11.93,9.974853310980713,10.0,13.12,True,False,True,58.05501743510268,47.27272727272727,True,CONTINUOUS_TRIGGER,132300000,132559999,True,,0,0,0,0,0.0,18228668,17798674,3.5189381176152,1135300,12,356400,1.9551620557245326,8521.644816466041,9918.900000000001,60.79903918377361,157.57649996891098,16.83005582196132,38.49164647403329,38.09646980240136,55.675428396633265,55.936660278648574,3.603951320112523,0.22445775707384363,0.07046308871762343,1775244,0.3509797291454228,6.005555677905458,9.738747779047817,1638000,144.27904518629438,3.248284248846124,198751,0.6723640223762973,8.97009966777409,False,3800,0.1847630122419704,14,2,8.889258839482396,7.788776697750589,1.4153565151939336,-3.3169533169533167,6.005555677905458,False,-3.5060975609756073,-6.631097560975608,,,47.72727272727273,,legacy,52.28384875488711,watch
10,1448,603536.SH,惠发食品,0.29346485819975326,36.945169712793735,2.0613873594777408,2.4070350895967096,1.2470590047127952,4.196479991289352,240532260.0,10.5,11.04,10.24,10.63,24296343.0,257801664.0,10.04,5.8764940239043995,10.0,11.04,True,False,True,46.87911662146455,37.27272727272727,True,CONTINUOUS_TRIGGER,131000000,131259999,True,,0,0,0,0,0.0,12910548,16588748,6.8966832141351855,1290700,21,398200,3.0842997524194944,10606.601214322338,12177.635000000002,57.84609607585983,164.30257432219568,17.163330324940507,38.24460507571361,41.275552362300964,48.72719577821174,47.08162047267772,5.367491246288544,0.5366016184273993,0.16554951922041558,2032600,0.8450425734992887,8.365868065000564,15.743715913530549,1003100,77.71751762609436,0.0,-226097,-0.9305803758203446,1.2380952380952381,False,2100,5.295035553292938,4,3,22.91680599483575,10.156579412674208,3.077098681066731,1.820034806953824,8.365868065000564,False,-5.644402634054579,-9.40733772342427,,,65.45454545454545,,legacy,51.45923884329541,medium
