rank_bucket,stock_count,3d_available,3d_mean_pct,3d_median_pct,3d_positive_rate_pct,1w_available,1w_mean_pct,1w_median_pct,1w_positive_rate_pct,2w_available,2w_mean_pct,2w_median_pct,2w_positive_rate_pct,3w_available,3w_mean_pct,3w_median_pct,3w_positive_rate_pct
1-20,15,15,0.8648846739571158,0.6928406466512715,66.66666666666666,15,2.945715795104723,0.47489823609225823,53.333333333333336,0,,,,0,,,
