pool_rank,code,name,bottom_percentile,range_60d_pct,mean_abs_return_20d_pct,mean_turnover_20d_pct,recent_volume_ratio,event_volume_ratio,outstanding_share,event_open,event_high,event_low,event_close,event_volume,event_amount,previous_close,event_gain_pct,limit_up_rate_pct,limit_up_price,hit_limit_up,is_st,passes_dormant_filter,dormancy_score
1,000958.SZ,电投产融,0.017391304347826105,14.230769230769225,0.5277539285357946,0.20060174608158948,0.40852695578890413,0.8250772250549623,5383418520.0,5.23,5.28,5.22,5.23,8910200.0,46696874.0,5.24,-0.1908396946564861,10.0,5.76,False,False,True,98.6625314983524
2,600905.SH,三峡能源,0.04950495049504976,11.911357340720219,0.3913169562865554,0.22564987426240252,0.5430931291235259,1.0794316777774493,28587650142.0,3.66,3.7,3.65,3.67,69631975.0,256023342.0,3.66,0.2732240437158362,10.0,4.03,False,False,True,97.66427602248498
3,601669.SH,中国电建,0.027999999999999758,10.596026490066212,0.5159602515058465,0.5584579458258074,0.4712491792402448,1.0146868535300901,13071525850.0,4.6,4.62,4.57,4.58,74071100.0,339973980.0,4.6,-0.43478260869563856,10.0,5.06,False,False,True,97.66039930219036
4,600029.SH,南方航空,0.016713091922005457,15.81108829568787,0.5475294444760233,0.38228701619194094,0.5336431586594722,0.7099031181000148,13476973184.0,4.88,4.93,4.87,4.9,36574718.0,179316857.0,4.93,-0.6085192697768638,10.0,5.42,False,False,True,97.59934095754991
5,601021.SH,春秋航空,0.019863791146424198,14.052132701421804,0.8311993703130799,0.40543234103532844,0.5804999481184259,0.6350108752594019,978333423.0,42.19,42.55,41.78,42.55,2518758.0,106529732.0,42.55,0.0,10.0,46.81,False,False,True,97.11765846094204
6,600221.SH,海航控股,0.015384615384615401,14.84375,0.4204434242602173,0.4356923717497895,0.712877002512068,1.0195040515203309,42845514933.0,1.28,1.29,1.27,1.27,190315552.0,243342790.0,1.29,-1.5503875968992276,10.0,1.42,False,False,True,96.17755378949408
7,601727.SH,上海电气,0.04918032786885233,17.721518987341778,0.8228755583122505,0.3812204048914016,0.4834573694162577,0.8106745016999997,12615639635.999998,6.54,6.56,6.48,6.49,38988087.0,253642787.0,6.56,-1.0670731707317027,10.0,7.22,False,False,True,95.59701492537313
8,601881.SH,中国银河,0.05718701700154573,14.695945945945944,0.8021063748764634,0.3307223999336115,0.6580674019272881,1.3907083355349754,7243417622.999999,11.9,12.2,11.81,12.08,33315259.0,401020785.0,11.91,1.4273719563392184,10.0,13.1,False,False,True,95.38282612909478
9,601111.SH,中国国航,0.03191489361702108,15.64147627416519,0.8191065775616468,0.4735934343385729,0.6694489949700221,0.9167662332928986,11638109474.0,5.75,5.86,5.74,5.77,50529700.0,293215010.0,5.81,-0.688468158347677,10.0,6.39,False,False,True,95.2975382826129
10,603885.SH,吉祥航空,0.02199661590524548,15.848670756646221,0.9071476153593322,0.5434043948112681,0.6355403234823028,0.6937532640975341,2169005268.0,9.83,9.97,9.81,9.92,8176902.0,80996083.0,9.91,0.10090817356205317,10.0,10.9,False,False,True,95.23551075789881
11,002206.SZ,海 利 得,0.021929824561403438,12.723658051689846,0.7991000069996644,0.7896478910538365,0.671157651482313,1.0409102106692374,1056970986.0,5.06,5.12,5.04,5.05,8687800.0,44086613.0,5.08,-0.5905511811023723,10.0,5.59,False,False,True,94.70633843768172
12,002705.SZ,新宝股份,0.06039488966318229,16.540642722117195,0.9722660765947755,0.5165332617088305,0.46942829668502173,0.7301174664756214,808103400.0,11.1,11.22,11.02,11.14,3047600.0,33949088.0,11.1,0.3603603603603789,10.0,12.21,False,False,True,94.63074239193642
