pool_rank,code,name,bottom_percentile,range_60d_pct,mean_abs_return_20d_pct,mean_turnover_20d_pct,recent_volume_ratio,event_volume_ratio,outstanding_share,event_open,event_high,event_low,event_close,event_volume,event_amount,previous_close,event_gain_pct,limit_up_rate_pct,limit_up_price,hit_limit_up,is_st,passes_dormant_filter,dormancy_score,trigger_score
151,002232.SZ,启明信息,0.09366391184573013,19.11421911421911,1.0555655690834873,0.87771981661269,0.8202564817829792,2.1913506910343488,408548455.00000006,14.42,15.28,14.38,15.28,7857988.0,119071579.0,13.89,10.007199424046064,10.0,15.28,True,False,True,86.52258189571623,45.0
401,600609.SH,金杯汽车,0.12162162162162161,13.861386138613874,1.2442311284868306,1.269297855466595,1.030038608251713,6.384172562759599,1304558558.0,3.28,3.63,3.28,3.52,105713814.0,376223172.0,3.3,6.666666666666665,10.0,3.63,True,False,True,80.0387672029463,83.33333333333333
410,601279.SH,英利汽车,0.14613180515759305,23.344947735191624,1.1512457774306777,0.6814110574952474,0.9977210497153246,4.371078041108603,1585785985.0,3.39,3.72,3.35,3.54,47232650.0,168495374.0,3.38,4.7337278106508895,10.0,3.72,True,False,True,79.8623764295406,64.66666666666666
443,000868.SZ,安凯客车,0.12903225806451607,17.554858934169282,1.3424675155369292,1.0935886707423483,0.9708864520175878,1.472723736141369,939513985.0,3.55,3.91,3.54,3.91,15131380.0,58036629.0,3.55,10.140845070422543,10.0,3.91,True,False,True,79.27117658460944,44.0
543,601567.SH,三星电气,0.0014648437500000557,33.46303501945525,1.593335725170722,1.0038092436614732,0.721261101012651,2.4877646213094815,1405209400.0,12.88,14.17,12.83,14.17,35091467.0,480692244.0,12.88,10.015527950310554,10.0,14.17,True,False,True,77.50145377011049,49.66666666666667
766,002339.SZ,积成电子,0.14986376021798373,25.404530744336572,1.217329204846193,2.146470475825315,0.6955102706934787,4.565742744567741,478793604.0,7.25,8.01,7.25,7.7,46922884.0,362376795.0,7.28,5.769230769230771,10.0,8.01,True,False,True,73.77592556697034,63.66666666666666
1091,002362.SZ,汉王科技,0.1149851632047477,33.7463556851312,1.4165753873336482,1.735304513248615,0.9555068297962489,3.7384116129482505,207672672.0,15.29,16.8,15.21,15.91,13472313.0,217571983.0,15.27,4.191224623444656,10.0,16.8,True,False,True,67.44717968598565,49.0
1242,000572.SZ,海马汽车,0.08276643990929705,30.841121495327116,1.764372232400655,2.330298981868177,0.9207231371099631,1.4005034021105083,1642253066.9999998,3.93,4.33,3.9,4.33,53596434.0,227811707.0,3.94,9.898477157360407,10.0,4.33,True,False,True,64.27214576468309,21.666666666666664
1373,600798.SH,宁波海运,0.2441860465116279,20.999999999999996,1.636878016689094,2.2609830353246605,1.3030278768187713,4.12880255401434,1206534201.0,3.45,3.76,3.44,3.6,112631808.0,414135750.0,3.42,5.263157894736836,10.0,3.76,True,False,True,60.35471990695871,52.0
1430,000839.SZ,国安股份,0.26288659793814445,35.77586206896552,1.4420745743333818,1.7953328114673535,1.0029647540777071,2.552632124510502,3919826352.0,3.08,3.11,3.06,3.11,179638751.0,558290975.0,2.83,9.893992932862194,10.0,3.11,True,False,True,58.17406474122892,42.0
1458,600738.SH,丽尚国潮,0.3820754716981131,28.32861189801701,1.252257053837457,1.932450222883305,1.5030082259293152,2.9932154950949474,760666196.0,4.34,4.78,4.26,4.55,43998758.0,199318139.0,4.34,4.8387096774193505,10.0,4.77,True,False,True,56.62337662337663,45.33333333333333
1478,600697.SH,欧亚集团,0.28637770897832837,29.130434782608706,1.6182937430519413,2.351955480387363,1.0222599026518966,2.8001277482574514,155376015.0,10.94,12.16,10.9,12.16,10232716.0,123196762.0,11.05,10.045248868778266,10.0,12.16,True,False,True,55.90036828842799,51.33333333333333
1497,603230.SH,内蒙新华,0.31000000000000016,25.882352941176467,1.8181518501174558,1.6148013849169598,2.7896277853792024,2.697967904849976,353523000.0,9.91,11.06,9.91,10.42,15401874.0,161872218.0,10.05,3.681592039800985,10.0,11.06,True,False,True,54.66369451444078,36.33333333333333
1559,002561.SZ,徐家汇,0.34367541766109794,33.16831683168318,1.7769479876601715,1.9285867678748867,1.8470701476671367,5.511438559724049,414439567.0,7.37,8.25,7.28,7.76,44051973.0,349847333.0,7.5,3.4666666666666623,10.0,8.25,True,False,True,49.04051172707889,63.66666666666666
1568,600088.SH,中视传媒,0.3040254237288137,27.255460588793934,2.4569956755181446,2.2015225804764476,1.4924678461558785,4.897851502105591,397706400.0,14.47,14.74,13.18,14.74,42883610.0,605659323.0,13.4,10.000000000000009,10.0,14.74,True,False,True,47.451056406280294,73.33333333333333
