rank_bucket,stock_count,3d_available,3d_mean_pct,3d_median_pct,3d_positive_rate_pct,1w_available,1w_mean_pct,1w_median_pct,1w_positive_rate_pct,2w_available,2w_mean_pct,2w_median_pct,2w_positive_rate_pct,3w_available,3w_mean_pct,3w_median_pct,3w_positive_rate_pct
1-20,7,7,-0.1698643906566661,-6.844106463878319,28.57142857142857,7,-0.9273736263054211,-8.20512820512821,14.285714285714285,0,,,,0,,,
