rank_bucket,stock_count,3d_available,3d_mean_pct,3d_median_pct,3d_positive_rate_pct,1w_available,1w_mean_pct,1w_median_pct,1w_positive_rate_pct,2w_available,2w_mean_pct,2w_median_pct,2w_positive_rate_pct,3w_available,3w_mean_pct,3w_median_pct,3w_positive_rate_pct
1-20,14,14,2.45917184866492,-1.9739575918708174,42.857142857142854,14,6.7216348383638165,3.3279459300617154,71.42857142857143,14,-5.549064853633076,-9.372797945127637,28.57142857142857,0,,,
