pool_rank,code,name,bottom_percentile,range_60d_pct,mean_abs_return_20d_pct,mean_turnover_20d_pct,recent_volume_ratio,event_volume_ratio,outstanding_share,event_open,event_high,event_low,event_close,event_volume,event_amount,previous_close,event_gain_pct,limit_up_rate_pct,limit_up_price,hit_limit_up,is_st,passes_dormant_filter,dormancy_score
20,000625.SZ,长安汽车,0.08131241084165482,20.763358778625964,0.8796999600230204,0.5722546947887855,0.6572313046170745,0.6072746766317544,8267021316.0,7.1,7.12,7.04,7.06,28729204.0,202955443.0,7.12,-0.8426966292134908,10.0,7.83,False,False,True,93.36367157242448
21,002011.SZ,盾安环境,0.09700176366843015,15.621788283658788,0.879705194892435,0.8512075926329665,0.6871238972744628,1.0723544839032984,1061515502.0,10.25,10.38,10.13,10.28,9689474.0,99492484.0,10.28,0.0,10.0,11.31,False,False,True,93.28233927188225
22,301109.SZ,军信股份,0.12932604735883407,16.084484159220125,0.7105852965810093,0.633996405074103,0.7123849868442615,1.1796985958908315,624288808.0,12.97,12.98,12.79,12.87,4669210.0,60061191.0,13.02,-1.1520737327188946,20.0,15.62,False,False,True,93.27846630518978
23,002206.SZ,海 利 得,0.138392857142857,11.834319526627212,0.6784932083785844,0.8374133176064249,0.6714684454317932,1.1000296705001813,1056970986.0,5.35,5.38,5.25,5.32,9736600.0,51643762.0,5.38,-1.1152416356877248,10.0,5.92,False,False,True,93.23199070487993
24,601868.SH,中国能建,0.13664596273291935,19.262295081967217,0.6328675798132993,0.6523373606405605,0.41772519506080225,0.9255842121914373,32428727636.0,2.49,2.5,2.47,2.47,195802440.0,485018321.0,2.5,-1.19999999999999,10.0,2.75,False,False,True,93.16615027110765
25,600098.SH,广州发展,0.060344827586207135,22.05128205128206,0.8040115946320041,0.5878093712017889,0.6840563034708322,1.0433540685698233,3505864981.0000005,5.98,6.0,5.9,5.94,21501235.0,127643650.0,5.99,-0.8347245409014992,10.0,6.59,False,False,True,93.09837335398916
26,600528.SH,中铁工业,0.16943521594684405,14.528593508500776,0.5670491458974374,0.423845122519832,0.7178286919067904,0.8924209096724037,2221551588.0,6.98,6.99,6.88,6.92,8402980.0,58113846.0,6.98,-0.8595988538682042,10.0,7.68,False,False,True,93.0383423702556
27,601163.SH,三角轮胎,0.10917030567685594,13.68948247078463,0.8436245909849772,0.41913538749999996,0.8741764812466026,0.8049168241610236,800000000.0,12.45,12.45,12.35,12.39,2698953.0,33432786.0,12.48,-0.7211538461538436,10.0,13.73,False,False,True,93.00154918667698
28,601390.SH,中国中铁,0.16086956521739137,14.814814814814836,0.8851434682602684,0.42550518649988195,0.6813916156614764,1.046228753902619,20323920329.0,4.42,4.44,4.35,4.35,90477167.0,395300831.0,4.42,-1.5837104072398245,10.0,4.86,False,False,True,92.96281951975213
29,600935.SH,华塑股份,0.1640625,15.27777777777779,0.9613254865780464,0.41514646682858697,0.6187577425167003,1.3459786807707106,3507401812.0,2.37,2.37,2.33,2.35,19598600.0,46003408.0,2.37,-0.8438818565400852,10.0,2.61,False,False,True,92.95313710302091
30,601456.SH,国联民生,0.16721311475409834,13.54534746760896,0.5839424833729062,0.3719168430311411,0.7617696900048405,1.0671242182787106,4376981617.0,8.97,8.98,8.83,8.85,17371429.0,154173218.0,9.0,-1.6666666666666718,10.0,9.9,False,False,True,92.89116963594113
31,600755.SH,厦门国贸,0.1339869281045752,13.644859813084121,0.7436912207572194,0.6022018334137039,0.7930621516775591,1.5470607144644262,2132158487.0,5.74,5.78,5.64,5.64,19864101.0,112717357.0,5.76,-2.083333333333337,10.0,6.34,False,False,True,92.77498063516653
32,688563.SH,航材股份,0.11190773067331658,15.906155832974612,0.8092450705230092,1.0237914813455675,0.555040211860729,0.9942174113112344,135542674.0,49.9,50.55,49.59,50.15,1379650.0,69170076.0,50.05,0.19980019980019303,20.0,60.06,False,False,True,92.74786986831913
33,600897.SH,厦门空港,0.17258261933904526,15.709090909090918,0.7270251294713643,0.34692004010226546,0.7099036391928633,1.4188978418276863,416934000.0,15.0,15.24,14.99,15.19,2052333.0,31127744.0,15.11,0.5294506949040434,10.0,16.62,False,False,True,92.59101471727344
