score,horizon,spearman,top_count,top_mean_pct,top_positive_rate_pct,bottom_count,bottom_mean_pct,bottom_positive_rate_pct
lv2_score,3d,-0.7,5,-1.5876508543985235,20.0,4,10.27520538645204,100.0
lv2_score_v2_baseline,3d,0.5333333333333333,5,6.911597858325107,60.0,4,-0.34885550445249736,50.0
lv2_score_v3,3d,0.06666666666666667,5,6.260771832286516,60.0,4,0.46467702809573885,50.0
lv2_score_v4,3d,0.35,5,7.371835260318443,80.0,4,-0.9241522569441691,25.0
