rank_bucket,stock_count,3d_available,3d_mean_pct,3d_median_pct,3d_positive_rate_pct,1w_available,1w_mean_pct,1w_median_pct,1w_positive_rate_pct,2w_available,2w_mean_pct,2w_median_pct,2w_positive_rate_pct,3w_available,3w_mean_pct,3w_median_pct,3w_positive_rate_pct
1-20,9,9,-1.4831732264863549,-1.7667844522968323,33.33333333333333,9,-1.2743398183624615,-2.8125000000000067,22.22222222222222,0,,,,0,,,
