pool_rank,code,name,bottom_percentile,range_60d_pct,mean_abs_return_20d_pct,mean_turnover_20d_pct,recent_volume_ratio,event_volume_ratio,outstanding_share,event_open,event_high,event_low,event_close,event_volume,event_amount,previous_close,event_gain_pct,limit_up_rate_pct,limit_up_price,hit_limit_up,is_st,passes_dormant_filter,dormancy_score
1,000958.SZ,电投产融,0.013043478260869674,14.230769230769225,0.5372959132686189,0.199116402712819,0.41758289117951836,2.0065337849101335,5383418520.0,5.22,5.25,5.05,5.11,21508576.0,110932053.0,5.23,-2.294455066921608,10.0,5.75,False,False,True,99.0285049447353
2,601669.SH,中国电建,0.019999999999999928,9.713024282560689,0.5270610840682882,0.5621409580886799,0.4881346503056445,1.001340484661606,13071525850.0,4.58,4.58,4.53,4.53,73578900.0,334435088.0,4.58,-1.091703056768556,10.0,5.04,False,False,True,98.05894900135738
3,600029.SH,南方航空,0.008356545961002854,15.81108829568787,0.5679952486023154,0.379652738078062,0.5497501966540294,0.6044171393100733,13476973184.0,4.9,4.9,4.87,4.87,30925424.0,151126683.0,4.9,-0.612244897959191,10.0,5.39,False,False,True,97.88539848749272
4,600905.SH,三峡能源,0.059405940594059445,11.35734072022161,0.39157333273508227,0.22868043237297347,0.5548555231445568,1.0349441123685033,28587650142.0,3.66,3.69,3.65,3.68,67658811.0,248363116.0,3.67,0.2724795640327127,10.0,4.04,False,False,True,97.35892961023849
5,601021.SH,春秋航空,0.042682926829268074,15.198659645763524,0.78020209016802,0.398408038442326,0.5868650929338308,0.5208261978229028,978333423.0,42.41,42.65,42.29,42.36,2030055.0,86134885.0,42.55,-0.4465334900117468,10.0,46.81,False,False,True,96.38161721931355
6,600221.SH,海航控股,0.0,15.748031496062985,0.4979628041051787,0.43322368756743346,0.7159654475790402,1.005222041456703,42845514933.0,1.27,1.28,1.26,1.26,186586219.0,236325007.0,1.27,-0.7874015748031482,10.0,1.4,False,False,True,96.25169672290092
7,601727.SH,上海电气,0.03483606557377048,17.721518987341778,0.846422957534379,0.38070221396421744,0.485024296674785,0.8017007671984075,12615639635.999998,6.46,6.53,6.45,6.45,38504100.0,249672264.0,6.49,-0.6163328197226536,10.0,7.14,False,False,True,96.02191196432035
8,601111.SH,中国国航,0.02127659574468064,15.64147627416519,0.845069748592398,0.47237248517739294,0.6742339083336212,0.6066060633152147,11638109474.0,5.77,5.82,5.74,5.79,33348306.0,192894768.0,5.77,0.34662045060658286,10.0,6.35,False,False,True,95.58076401008339
9,603885.SH,吉祥航空,0.023688663282572006,15.848670756646221,0.8840504349192363,0.5417483960670546,0.6437521687951858,0.8261241360910621,2169005268.0,9.92,10.06,9.89,10.02,9707414.0,97022139.0,9.92,1.0080645161290258,10.0,10.91,False,False,True,95.28020166763622
10,002206.SZ,海 利 得,0.00877192982456122,12.5248508946322,0.8095435965891346,0.8052424534574634,0.6858328457221623,1.429837142071185,1056970986.0,5.05,5.07,4.94,4.94,12169600.0,60724034.0,5.05,-2.178217821782169,10.0,5.56,False,False,True,95.04556912933876
11,688819.SH,天能股份,0.02633190447030004,18.685121107266433,0.9903429586085949,0.199698410657335,0.6183212969511672,0.7010030684837091,972100000.0,20.53,20.89,20.53,20.58,1360835.0,28170982.0,20.66,-0.3872216844143406,20.0,24.79,False,False,True,94.84002326934265
12,002705.SZ,新宝股份,0.06504065040650411,16.540642722117195,0.9427473616828028,0.5054043145963696,0.4593142477472688,0.49187238363783536,808103400.0,11.16,11.19,11.03,11.08,2008900.0,22283266.0,11.14,-0.5385996409335791,10.0,12.25,False,False,True,94.66938142330812
13,688425.SH,铁建重工,0.07142857142857151,11.428571428571432,0.6268743431955688,0.256871273200298,0.7613276299887548,0.7344000890671721,5333497000.0,3.99,4.0,3.95,3.96,10061444.0,39862561.0,3.99,-0.7518796992481258,20.0,4.79,False,False,True,94.54915648632927
14,600779.SH,水井坊,0.011386138613861231,19.254658385093148,1.0186315551097427,0.41346779824558405,0.6166068096301508,0.7139122039505345,487374048.0,25.86,26.13,25.83,25.85,1438980.0,37361732.0,25.99,-0.5386687187379668,10.0,28.59,False,False,True,94.51425247236764
15,002959.SZ,小熊电器,0.06657608695652185,16.35157545605306,1.0188343594349072,0.39924867514353946,0.563025572480581,0.830097437457139,139794390.0,31.74,31.74,31.34,31.46,463300.0,14581316.0,31.62,-0.5060088551549602,10.0,34.78,False,False,True,94.20399457048673
16,601868.SH,中国能建,0.11180124223602492,13.934426229508201,0.6408340595608547,0.586759581614805,0.43755314551412305,1.36819186644437,32428727636.0,2.46,2.47,2.41,2.42,260337724.0,633849086.0,2.46,-1.6260162601625994,10.0,2.71,False,False,True,94.11285631180918
17,000157.SZ,中联重科,0.011730205278592126,19.59876543209875,0.8965511093166272,0.5766280695585535,0.6338601574744829,0.5995975794576156,7070417363.0,6.5,6.52,6.44,6.46,24445600.0,158409579.0,6.52,-0.9202453987730008,10.0,7.17,False,False,True,94.1031607523754
18,688009.SH,中国通号,0.04458598726114667,13.260869565217392,0.9138598018681566,0.31469670867175553,0.7885358905983129,0.8302511709529989,8621018000.0,4.67,4.69,4.63,4.63,22524764.0,104760920.0,4.67,-0.8565310492505307,20.0,5.6,False,False,True,93.97711847973628
19,601456.SH,国联民生,0.05423728813559328,10.78886310904874,0.7219232214549892,0.385740581692733,0.8295081287038513,0.48621612120026797,4376981617.0,8.65,8.66,8.6,8.6,8209173.0,70728372.0,8.65,-0.5780346820809301,10.0,9.52,False,False,True,93.82392864068257
