pool_rank,code,name,bottom_percentile,range_60d_pct,mean_abs_return_20d_pct,mean_turnover_20d_pct,recent_volume_ratio,event_volume_ratio,outstanding_share,event_open,event_high,event_low,event_close,event_volume,event_amount,event_gain_pct,limit_up_rate_pct,limit_up_price,hit_limit_up,is_st,passes_dormant_filter,dormancy_score
1278,603099.SH,长白山,0.2548731151158514,28.262176788935655,1.4067233247431183,2.4245902034198883,1.1909091982962108,1.0453968179212476,272355860.0,39.81,40.29,39.5,39.91,6903292.0,275566490.0,0.25119316754582677,10.0,43.79,False,False,True,60.534469403563115
1279,600706.SH,曲江文旅,0.24904701397712847,31.46417445482865,1.4816274577399,2.3368654791949184,0.9869600630181407,2.8410012715402577,254030185.0,8.4,9.1,8.37,8.7,16865160.0,146584843.0,3.8186157517899666,10.0,9.22,False,False,True,60.50542215336948
1280,301606.SZ,绿联科技,0.08942178395338404,36.897274633123665,2.3256702081113367,2.080776837421423,0.9362995099862661,0.9634030428979714,164998797.0,51.5,52.05,50.82,50.98,3307610.0,169501828.0,-1.3735732249951615,20.0,62.03,False,False,True,60.46862896979086
1281,000705.SZ,浙江震元,0.298136645962733,27.604166666666675,1.2897916860271164,2.478458818704866,1.1458374197678136,0.6609244691744659,281965270.0,7.28,7.31,7.18,7.31,4618800.0,33575483.0,1.5277777777777724,10.0,7.92,False,False,True,60.466692486444614
1282,002021.SZ,中捷资源,0.3352272727272729,32.86384976525822,1.4598160114687797,2.248933771666766,0.7505756170078038,0.7330740376153061,1195437891.0,2.73,2.76,2.7,2.73,19708407.0,53805764.0,0.3676470588235281,10.0,2.99,False,False,True,60.43764523625096
1283,000564.SZ,供销大集,0.12234042553191488,27.34375,2.1956055418866134,2.2174767499510692,1.4034990164188368,1.4244401902785857,15094879524.999998,1.51,1.66,1.5,1.66,476796375.0,773429258.0,9.93377483443707,10.0,1.66,True,False,True,60.400852052672334
1284,000683.SZ,博源化工,0.2195704057279238,29.001883239171367,1.4546701972187555,2.3869861796489404,1.4058994067059642,1.4578399940743199,3338565773.0,6.24,6.46,6.23,6.31,116176878.0,737719941.0,1.284109149277679,10.0,6.85,False,False,True,60.35243996901627
1285,600444.SH,国机通用,0.31785345717234265,32.09982788296042,0.9997051800363324,2.239566064460886,1.2646782687505422,0.8268744976504901,146421932.0,14.7,14.89,14.67,14.75,2711500.0,40033532.0,0.3401360544217802,10.0,16.17,False,False,True,60.32920216886135
1286,300778.SZ,新城市,0.27852760736196314,38.660399529964764,1.4538390688158505,1.79755942388564,0.8561091630281681,1.9409174721125801,203602009.0,10.76,11.05,10.69,10.95,7103500.0,77556317.0,1.57699443413728,20.0,12.94,False,False,True,60.32532920216887
1287,600422.SH,昆药集团,0.18168812589413455,32.191780821917824,1.7969570019960197,1.654045051537887,1.5000074936160501,0.3889792264782727,756975757.0,8.57,8.65,8.53,8.62,4870300.0,41918788.0,0.5834305717619559,10.0,9.43,False,False,True,60.292408985282734
1288,000514.SZ,渝 开 发,0.24188790560471987,29.66101694915253,1.8354593674353439,1.471357283549092,1.213837103025655,3.5741321836027717,843770965.0,4.15,4.27,4.1,4.23,44372442.0,186540619.0,-2.9816513761467878,10.0,4.8,False,False,True,60.29047250193648
1289,688561.SH,奇安信-U,0.2122270742358078,33.2575068243858,1.9391499192230324,1.270412162882891,1.230202289382105,1.6791038525228772,682252725.0000001,26.7,27.88,26.45,27.73,14553501.0,396213773.0,3.3159463487332452,20.0,32.21,False,False,True,60.187838884585595
1290,301167.SZ,建研设计,0.3680738786279682,33.51158645276291,1.3337488999536218,2.0669495937348064,0.8312428187378158,1.4252881047419494,105807244.0,14.01,14.15,13.95,14.0,3117080.0,43742436.0,-0.07137758743753775,20.0,16.81,False,False,True,60.15879163439195
1291,002556.SZ,辉隆股份,0.3465703971119133,24.200913242009147,1.704411601826198,1.5322329538032027,1.1806753245660426,2.268347029363047,934041003.0,5.32,5.58,5.3,5.5,32463866.0,178102005.0,2.9962546816479474,10.0,5.87,False,False,True,60.151045701006964
1292,600638.SH,新黄浦,0.24169184290030202,30.98591549295775,1.7149335538316375,1.7367301408533857,1.1030767979219485,1.421714256124322,673396786.0,5.03,5.12,5.03,5.09,16627069.0,84380842.0,0.5928853754940677,10.0,5.57,False,False,True,60.137490317583264
