pool_rank,code,name,bottom_percentile,range_60d_pct,mean_abs_return_20d_pct,mean_turnover_20d_pct,recent_volume_ratio,event_volume_ratio,outstanding_share,event_open,event_high,event_low,event_close,event_volume,event_amount,previous_close,event_gain_pct,limit_up_rate_pct,limit_up_price,hit_limit_up,is_st,passes_dormant_filter,dormancy_score
1,600029.SH,南方航空,0.022792022792022807,13.939393939393918,0.49713520709211706,0.3570260514791765,0.4947881382110715,1.0618085329095783,13476973184.0,5.01,5.03,4.98,5.0,51090302.0,255192200.0,5.03,-0.5964214711729698,10.0,5.53,False,False,True,98.67222329908897
2,600905.SH,三峡能源,0.08910891089108938,13.296398891966765,0.39031330011048526,0.22568936771479856,0.5296215127445546,0.908683323427032,28587650142.0,3.69,3.71,3.68,3.7,58627600.0,216883594.0,3.7,0.0,10.0,4.07,False,False,True,97.40065904245009
3,601021.SH,春秋航空,0.05287623474724019,11.9823173569102,0.8198368883934336,0.42030054410192247,0.5931248596320641,0.6240107013216412,978333423.0,43.09,43.41,43.08,43.35,2565895.0,110971303.0,43.52,-0.390625,10.0,47.87,False,False,True,97.28629579375847
4,601669.SH,中国电建,0.05999999999999979,14.348785871964665,0.5041488995597393,0.5704768452873414,0.4741203507544457,1.0249318894250707,13071525850.0,4.67,4.69,4.65,4.67,76429200.0,357167319.0,4.68,-0.21367521367521292,10.0,5.15,False,False,True,97.15836402403566
5,601111.SH,中国国航,0.04825737265415567,15.034965034965042,0.8095344143152804,0.4574255884852271,0.6420107246056773,0.7027597552117796,11638109474.0,5.86,5.88,5.83,5.85,37411901.0,218889099.0,5.9,-0.8474576271186529,10.0,6.49,False,False,True,96.367513083931
6,000958.SZ,电投产融,0.039130434782608636,21.346153846153836,0.562015464871431,0.20784843976796502,0.4150774129006564,0.7148492985929461,5383418520.0,5.29,5.31,5.27,5.3,7998700.0,42352485.0,5.29,0.1890359168241984,10.0,5.82,False,False,True,95.9895328552045
7,600221.SH,海航控股,0.031250000000000035,17.829457364341074,0.4187213646656085,0.43535710001779,0.6813652573109912,0.786815080846032,42845514933.0,1.3,1.31,1.29,1.3,146765397.0,190699712.0,1.31,-0.7633587786259555,10.0,1.44,False,False,True,95.85772436518704
8,603885.SH,吉祥航空,0.0464716006884681,16.39676113360322,0.8898763853697982,0.5121233089600741,0.5910828055812187,0.8556657172337488,2169005268.0,10.1,10.19,10.08,10.16,9504719.0,96295584.0,10.15,0.09852216748769127,10.0,11.17,False,False,True,95.79763520062026
9,601881.SH,中国银河,0.09737248840803718,14.695945945945944,0.6750479434127271,0.3272318232036825,0.6511218948786177,0.8155712179694392,7243417622.999999,12.15,12.28,12.12,12.27,19331295.0,236074196.0,12.17,0.8216926869350827,10.0,13.39,False,False,True,95.56697034308975
10,601727.SH,上海电气,0.0860655737704918,18.354430379746844,0.7839353702301362,0.38186036451556205,0.48248330537466794,1.0068361902351008,12615639635.999998,6.72,6.72,6.64,6.66,48503455.0,323858364.0,6.74,-1.1869436201780381,10.0,7.41,False,False,True,95.31304516379143
