rank_bucket,stock_count,3d_available,3d_mean_pct,3d_median_pct,3d_positive_rate_pct,1w_available,1w_mean_pct,1w_median_pct,1w_positive_rate_pct,2w_available,2w_mean_pct,2w_median_pct,2w_positive_rate_pct,3w_available,3w_mean_pct,3w_median_pct,3w_positive_rate_pct
1-20,10,10,-0.9063220672503034,-1.8795188573899668,30.0,10,0.1347824853408806,0.28885584453968716,50.0,10,-8.573708650747133,-8.635232375696578,10.0,0,,,
