pool_rank,code,name,bottom_percentile,range_60d_pct,mean_abs_return_20d_pct,mean_turnover_20d_pct,recent_volume_ratio,event_volume_ratio,outstanding_share,event_open,event_high,event_low,event_close,event_volume,event_amount,previous_close,event_gain_pct,limit_up_rate_pct,limit_up_price,hit_limit_up,is_st,passes_dormant_filter,dormancy_score,trigger_score
402,603230.SH,内蒙新华,0.18000000000000008,17.058823529411747,1.1724462949947396,0.7544446754525119,1.3316368515652306,5.421403326179028,353523000.0,9.35,10.34,9.35,9.8,14459617.0,145637558.0,9.4,4.255319148936176,10.0,10.34,True,False,True,80.12202208018594,67.1875
455,603613.SH,国联股份,0.11334552102376597,22.815249266862182,1.5607287038213324,1.174122821504159,0.7763373892990687,4.666665382190534,720537813.0,19.05,20.8,19.05,20.68,39479984.0,810266162.0,18.91,9.360126916975142,10.0,20.8,True,False,True,79.27755181096262,56.25
528,600150.SH,中国船舶,0.3511680482290882,19.112090680100735,0.8958762637091648,0.942226030734058,0.7819425000727953,4.7631150671293705,7525621287.999999,34.5,37.75,34.5,37.47,337744691.0,12392923871.0,34.32,9.178321678321666,10.0,37.75,True,False,True,77.84621344179742,60.3125
826,601949.SH,中国出版,0.24057971014492754,26.62192393736018,1.2536454516974629,0.6521472681179705,1.1772541623687045,4.305037878637025,1903968054.0,5.29,5.83,5.27,5.83,53454259.0,306336551.0,5.3,10.000000000000009,10.0,5.83,True,False,True,72.70385434824715,60.46875000000001
892,002564.SZ,天沃科技,0.09306260575296113,34.860050890585235,1.646440531324605,1.2925542766730687,0.8062897909165972,1.4664425043507896,858904477.0,4.48,4.93,4.48,4.93,16280161.0,78292653.0,4.48,10.044642857142838,10.0,4.93,True,False,True,71.29575828006972,34.6875
1039,600616.SH,金枫酒业,0.3171806167400882,23.28767123287672,1.3396222646896205,1.17523757484903,1.062443801226843,5.19402939628765,669004950.0,4.37,4.81,4.35,4.62,40837524.0,191476023.0,4.37,5.720823798626995,10.0,4.81,True,False,True,68.38853379817935,60.3125
1063,000876.SZ,新 希 望,0.2463465553235908,28.350515463917514,1.545800126822498,0.8192008734785052,1.12263784778376,4.905554111980003,4500008269.0,7.0,7.7,6.98,7.7,180838829.0,1360256301.0,7.0,10.000000000000009,10.0,7.7,True,False,True,67.6951384853767,73.59375
1152,600802.SH,福建水泥,0.19926873857404032,35.890410958904106,1.5905221438132096,1.3075776805767299,0.8471110773068332,4.107145819448742,458248400.0,4.77,5.21,4.74,5.21,24609828.0,126192109.0,4.74,9.915611814345993,10.0,5.21,True,False,True,65.74472206081735,40.0
1191,600975.SH,新五丰,0.31118881118881114,26.49164677804294,1.5288332429032905,1.1475149667301117,1.0791750980030559,4.016354818152552,1249661740.0,5.1,5.59,5.04,5.59,57594751.0,315029453.0,5.08,10.039370078740163,10.0,5.59,True,False,True,64.58454386984312,50.9375
1203,002567.SZ,唐人神,0.3147208121827412,24.92012779552717,1.5152242875492656,1.4383265611284402,1.0438579929961476,4.599810283959067,1431666421.0,3.76,4.13,3.74,4.05,94719470.0,382086250.0,3.75,7.999999999999985,10.0,4.13,True,False,True,64.16618245206276,43.125
1211,603363.SH,傲农生物,0.1138888888888888,27.3076923076923,2.0988955174682915,1.906020317246767,1.0437766639159207,3.6811090820092756,2146589668.0,3.02,3.31,2.98,3.28,150610499.0,487403433.0,3.01,8.97009966777409,10.0,3.31,True,False,True,63.98799147782297,23.125
1310,002868.SZ,绿康生化,0.09695885509839001,33.12469908521906,1.9949781416823167,1.9089920519091523,1.2600710555419021,6.774359337803146,107433221.0,23.5,25.83,23.1,25.83,13893477.0,346250944.0,23.48,10.008517887563873,10.0,25.83,True,False,True,60.73213248111563,79.6875
1326,000702.SZ,正虹科技,0.3111702127659577,31.85840707964602,1.5360654900121136,1.8883570088555715,0.8500891581599522,2.7710546600867936,346624948.0,5.7,6.26,5.6,6.26,18137984.0,110905654.0,5.69,10.017574692442865,10.0,6.26,True,False,True,60.25953902769707,34.375
1367,600059.SH,古越龙山,0.3211267605633802,19.69486823855757,1.7238156961074413,1.8665974788821986,2.0677292014139934,4.236459649838241,911542413.0,8.59,9.19,8.55,9.19,72082631.0,655276947.0,8.35,10.059880239520957,10.0,9.19,True,False,True,58.47181871005229,55.00000000000001
1433,605398.SH,新炬网络,0.3051081454210767,37.64906303236797,1.943963575941659,1.3531427281822634,0.9666957245218736,1.8640844949042137,162716379.0,26.66,26.66,26.66,26.66,4104313.0,109420985.0,24.24,9.983498349834985,10.0,26.66,True,False,True,54.72593453418555,27.187499999999996
1472,600865.SH,百大集团,0.1749515816655907,35.61103810775295,2.3777510669033317,2.3375047478962845,1.2907830233637747,6.546787145038221,376240316.0,10.06,11.35,9.81,11.35,57576605.0,602024510.0,10.32,9.980620155038755,10.0,11.35,True,False,True,51.0652721286074,68.75
