rank_bucket,stock_count,3d_available,3d_mean_pct,3d_median_pct,3d_positive_rate_pct,1w_available,1w_mean_pct,1w_median_pct,1w_positive_rate_pct,2w_available,2w_mean_pct,2w_median_pct,2w_positive_rate_pct,3w_available,3w_mean_pct,3w_median_pct,3w_positive_rate_pct
1-20,11,11,0.6086292856274519,-1.6589861751152069,27.27272727272727,11,-2.7105300239665358,-3.318250377073906,18.181818181818183,0,,,,0,,,
