rank_bucket,stock_count,3d_available,3d_mean_pct,3d_median_pct,3d_positive_rate_pct,1w_available,1w_mean_pct,1w_median_pct,1w_positive_rate_pct,2w_available,2w_mean_pct,2w_median_pct,2w_positive_rate_pct,3w_available,3w_mean_pct,3w_median_pct,3w_positive_rate_pct
1-20,16,16,-0.2444590945475953,-2.8303805342552613,31.25,16,-5.103209886187144,-8.016783758598672,18.75,0,,,,0,,,
