rank_bucket,stock_count,3d_available,3d_mean_pct,3d_median_pct,3d_positive_rate_pct,1w_available,1w_mean_pct,1w_median_pct,1w_positive_rate_pct,2w_available,2w_mean_pct,2w_median_pct,2w_positive_rate_pct,3w_available,3w_mean_pct,3w_median_pct,3w_positive_rate_pct
1-20,9,9,7.818162396801266,2.083333333333326,55.55555555555556,9,5.847387323256537,4.137323943661975,55.55555555555556,9,-8.78689788296892,-9.298660362490152,22.22222222222222,0,,,
