rank_bucket,stock_count,3d_available,3d_mean_pct,3d_median_pct,3d_positive_rate_pct,1w_available,1w_mean_pct,1w_median_pct,1w_positive_rate_pct,2w_available,2w_mean_pct,2w_median_pct,2w_positive_rate_pct,3w_available,3w_mean_pct,3w_median_pct,3w_positive_rate_pct
1-20,7,7,6.9435481470281974,-0.05455537370430141,42.857142857142854,7,4.278207634766744,-5.229283990345945,42.857142857142854,0,,,,0,,,
