week_end,510050,510300,510500,512100,588000
2023-10-27,24453666800,33403987700,8801768600,3720217600,103682668200
2023-11-03,24123366800,33764887700,8700168600,3927217600,103079668200
2023-11-10,25115166800,33349087700,8206968600,3565217600,100429168200
2023-11-17,26660466800,32645287700,7902568600,3382217600,100105168200
2023-11-24,27631566800,32266387700,7712168600,3296217600,100663168200
2023-12-01,29849166800,32042287700,7436968600,3140217600,101234668200
2023-12-08,30194766800,31104487700,7733368600,3276217600,100973668200
2023-12-15,31409766800,30999187700,7882968600,3196217600,103048168200
2023-12-22,33429366800,34047487700,8328968600,3236217600,105064168200
2023-12-29,33967566800,37444087700,8462568600,3867217600,104083168200
2024-01-05,33549966800,35968987700,8108568600,3283217600,106729168200
2024-01-12,33931566800,36012187700,7998968600,3217217600,107431168200
2024-01-19,37464066800,40192687700,7895368600,2873217600,107035168200
2024-01-26,40780566800,45552187700,7959768600,2956217600,106756168200
2024-02-02,43804566800,48874087700,8324968600,3304217600,108281668200
2024-02-08,46003266800,52964587700,13733768600,11504217600,104371168200
2024-02-23,46496466800,52701787700,13530968600,11201217600,101014168200
2024-03-01,46128366800,53630587700,14120968600,10997217600,96626668200
2024-03-08,46053666800,55312687700,14815768600,12249217600,93755668200
2024-03-15,46298466800,55687087700,14702168600,12301217600,93080668200
2024-03-22,46180566800,55380187700,14588168600,12189217600,90898168200
2024-03-29,45915066800,55328887700,14568168600,11775217600,91177168200
2024-04-03,46409166800,55663687700,14238168600,11425217600,91393168200
2024-04-12,45948366800,55193887700,13854968600,11205217600,91865668200
2024-04-19,45982566800,55348687700,13813768600,11161217600,91550668200
2024-04-26,45753966800,56760787700,14430968600,12101217600,92077168200
2024-04-30,46339866800,57444787700,14742968600,12725217600,92077168200
2024-05-10,45079866800,56696887700,14232568600,11825217600,92302168200
2024-05-17,44261766800,55894087700,14173368600,11853217600,92437168200
2024-05-24,45204966800,55812187700,13567368600,11223217600,93071668200
2024-05-31,45282366800,56018287700,13589368600,11317217600,91906168200
2024-06-07,45805266800,56025487700,13449768600,11433217600,92131168200
2024-06-14,46569366800,56328787700,13654168600,11469217600,94354168200
2024-06-21,46412766800,57196387700,13833768600,11635217600,95182168200
2024-06-28,46275966800,60739687700,14773768600,12157217600,96028168200
2024-07-05,45155466800,62287687700,14788568600,12233217600,96991168200
2024-07-12,45434466800,62818687700,15107368600,13019217600,96950668200
2024-07-19,47399166800,69057487700,16462568600,16505217600,92783668200
2024-07-26,49284666800,73468387700,16800168600,16953217600,93112168200
2024-08-02,50775066800,75577087700,17244968600,18317217600,92923168200
2024-08-09,52528266800,77191687700,17095768600,17757217600,93841168200
2024-08-16,52684866800,78669487700,17824968600,18153217600,94768168200
2024-08-23,53352666800,81343387700,18066968600,18881217600,95303668200
2024-08-30,54331866800,85261987700,18702968600,21249217600,95240668200
2024-09-06,54666666800,86241187700,18350568600,20017217600,96262168200
2024-09-13,55220166800,87277087700,18408168600,21067217600,96325168200
2024-09-20,55428066800,88679287700,18595368600,21735217600,97616668200
2024-09-27,55878966800,94557187700,19995768600,25311217600,99124168200
2024-09-30,57571866800,96922387700,21214968600,30209217600,100982668200
2024-10-11,58006566800,101081287700,20915768600,29291217600,115261168200
2024-10-18,56921166800,98570287700,20304168600,28013217600,115202668200
2024-10-25,55620666800,95745187700,19834568600,26471217600,108025168200
2024-11-01,56454066800,94878487700,18809768600,23833217600,110396668200
2024-11-08,57516066800,95310487700,18529368600,24167217600,104281168200
2024-11-15,57752766800,92709487700,18451768600,23195217600,99461668200
2024-11-22,57468366800,90434287700,17784968600,21579217600,97900168200
2024-11-29,56815866800,90102187700,17953368600,22809217600,96676168200
2024-12-06,56348766800,90205687700,17902968600,22547217600,96851668200
2024-12-13,56736666800,91086787700,18221768600,21777217600,97778668200
2024-12-20,56022066800,90929287700,18308568600,21717217600,92531668200
2024-12-27,55850166800,90269587700,17996168600,22759217600,88540168200
2025-01-03,55419966800,90437887700,17718568600,23609217600,92081668200
2025-01-10,55473066800,90484687700,17410968600,21477217600,88738168200
2025-01-17,55214766800,90883387700,17658168600,22371217600,89080168200
2025-01-24,55003266800,90842887700,18024968600,23207217600,88328668200
2025-01-27,54561366800,90156187700,17694168600,22829217600,89561668200
2025-02-07,55390266800,90780787700,17876168600,23509217600,83482168200
2025-02-14,54908766800,89571187700,17438968600,22559217600,80327668200
2025-02-21,54204966800,88724287700,17050568600,21187217600,73015168200
2025-02-28,52889166800,87088987700,16453768600,21555217600,71903668200
2025-03-07,53165466800,86025187700,16448168600,21035217600,70634668200
2025-03-14,53109666800,85619287700,16560968600,21279217600,72691168200
2025-03-21,53229366800,85297987700,16230568600,20473217600,75737668200
2025-03-28,53415666800,84976687700,16203368600,20359217600,76345168200
2025-04-03,53625366800,85574287700,16182168600,20325217600,77524168200
2025-04-11,57747366800,94753387700,18939768600,26031217600,75022168200
2025-04-18,60698466800,97188787700,19605368600,26419217600,73888168200
2025-04-25,60227766800,96887287700,19494968600,26649217600,73420168200
2025-04-30,60204366800,96456187700,19400568600,26267217600,72664168200
2025-05-09,60095466800,95881987700,19378968600,26525217600,74392168200
2025-05-16,59359266800,95233087700,19277768600,26113217600,75737668200
2025-05-23,59073066800,94962187700,19214568600,25871217600,76691668200
2025-05-30,59266566800,95407687700,19265768600,25741217600,77335168200
2025-06-06,59431266800,95328487700,19276568600,25363217600,76853668200
2025-06-13,59221566800,95008987700,19268568600,25267217600,78640168200
2025-06-20,59383566800,95159287700,19458968600,25701217600,80629168200
2025-06-27,59479866800,94716487700,19137368600,25705217600,79486168200
2025-07-04,58503366800,93061387700,18912568600,25107217600,80327668200
2025-07-11,58809366800,93249487700,19006568600,25797217600,82312168200
2025-07-18,58358466800,92452987700,18953368600,25335217600,83104168200
2025-07-25,58109166800,92754487700,18972168600,25541217600,81803668200
2025-08-01,58244166800,91583587700,18561768600,24997217600,79495168200
2025-08-08,57473766800,91315387700,18509768600,25157217600,78140668200
2025-08-15,58909266800,91783387700,18661768600,26033217600,71939668200
2025-08-22,59600466800,91487287700,19287768600,26007217600,64087168200
2025-08-29,58771566800,91398187700,18672168600,25161217600,58138168200
2025-09-05,58338666800,90976087700,18672568600,26003217600,55654168200
2025-09-12,58164966800,90433387700,18838568600,25015217600,52580668200
2025-09-19,57982266800,90081487700,18618168600,24707217600,49583668200
2025-09-26,57812166800,89598187700,18511368600,24623217600,47788168200
2025-09-30,57723966800,89716087700,18644568600,25009217600,48175168200
2025-10-10,57847266800,90294787700,18667768600,24779217600,49979668200
2025-10-17,57637566800,89747587700,18322168600,24781217600,49664668200
2025-10-24,57910266800,89275987700,18280568600,24779217600,48323668200
2025-10-31,58621266800,90507187700,18399368600,24911217600,50272168200
2025-11-07,57390066800,89201287700,18130168600,24723217600,49012168200
2025-11-14,57099366800,89258887700,18190968600,24787217600,50735668200
2025-11-21,57197466800,90225487700,19004168600,25703217600,53264668200
2025-11-28,57950766800,90122887700,18405368600,24877217600,51482668200
2025-12-05,57533166800,90042787700,18548968600,25179217600,52418668200
2025-12-12,57624966800,90008587700,18540968600,25089217600,53026168200
2025-12-19,57485466800,90034687700,18733768600,25261217600,54317668200
2025-12-26,57651066800,89312887700,19174168600,25907217600,54349168200
2025-12-31,56664666800,88829587700,19064568600,25651217600,53710168200
2026-01-09,56499066800,89509087700,19521768600,26287217600,53498668200
2026-01-16,50492466800,79760287700,17620568600,25329217600,53116168200
2026-01-23,38849166800,64415287700,16355368600,15949217600,50965168200
2026-01-30,25556166800,48687787700,12606568600,10711217600,50393668200
2026-02-06,25022466800,47461087700,11282568600,10051217600,52382668200
2026-02-13,23895666800,46123687700,10898968600,10151217600,50461168200
2026-02-27,23690466800,45612487700,10303368600,8939217600,49088668200
2026-03-06,22976766800,44606287700,9410168600,7781217600,48992668200
2026-03-13,22831866800,43985287700,9117368600,7287217600,49385668200
2026-03-20,23851566800,44918587700,9671768600,7693217600,50867668200
2026-03-27,23442066800,45160687700,9612968600,7737217600,51407668200
2026-04-03,22975866800,44869087700,9444168600,7557217600,51794668200
2026-04-10,22791366800,44077087700,10228968600,7921217600,50681668200
2026-04-17,22883166800,43258987700,9762968600,7425217600,47828668200
2026-04-24,20806866800,40922587700,8435368600,6755217600,45758668200
2026-04-30,17234766800,38204587700,7476568600,4321217600,41927668200
2026-05-08,14096466800,35269687700,6014168600,4241217600,40025668200
2026-05-15,11909466800,32162887700,5235368600,3463217600,37259668200
2026-05-22,9591066800,29795887700,4782168600,3523217600,34490668200
2026-05-29,7810866800,27956287700,4334968600,3621217600,33878668200
2026-06-05,7661466800,27904987700,4493368600,3359217600,33464668200
2026-06-12,8164566800,28624087700,4453368600,3507217600,33227668200
2026-06-18,7699266800,26527087700,4582168600,3233217600,31235668200
2026-06-26,6387966800,20800387700,4176568600,3037217600,30881668200
2026-07-03,6537366800,17069887700,4317768600,3453217600,31190668200
2026-07-10,6408666800,17157187700,4536568600,5259217600,31733668200
2026-07-17,8237466800,21716587700,5923768600,9741217600,37424668200
2026-07-24,7440066800,24380587700,5680568600,8381217600,45560668200
2026-07-31,7214166800,26466787700,6188168600,11401217600,51434668200
2026-08-07,6894666800,25128487700,5572568600,8957217600,49250668200
2026-08-14,7081866800,23501287700,5092168600,6665217600,48860668200
2026-08-21,7325766800,23481487700,5050968600,6571217600,49766668200
2026-08-28,6826266800,23295187700,5334168600,6677217600,50336668200
2026-09-04,6810966800,23377087700,5219368600,6557217600,54095668200
2026-09-11,7031466800,23398687700,5232168600,6087217600,56072668200
2026-09-18,7960266800,23659687700,5722568600,6387217600,54998668200
